,Title,Title_URL,Info,Number,Address,addax_URL,addax,additionallink_URL,additionallink,categories_URL,categories,proffoption,uiwide,findsimilar,Info1,Info2,Info3,uiwide4,addax_URL5,addax6,addax7,Name,lonLat,x,y
78,Elefanten Romsås,https://proff.no/selskap/elefanten-roms%C3%A5s/oslo/barer-og-puber/IF9QSO801X8/,Mer info,Org nr 923 359 400,"Romsås Senter 1, 0970 Oslo",tel:98077630,980 77 630,https://proff.no/karts%C3%B8k?id=IF9QSO801X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 527' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            6
        ",Daglig leder,https://proff.no/rolle/ali-abbas-malik/-/2164114/,Ali Abbas Malik,(f 1991),Romsås Bar & Cafe AS,"[10.892858, 59.963161]",10.892858,59.963161
79,Raw Mango AS,https://proff.no/selskap/raw-mango-as/oslo/barer-og-puber/IDNF4M001X8/,Mer info,Org nr 825 397 272,"Vulkan 5, 0178 Oslo",tel:45418671,454 18 671,https://proff.no/karts%C3%B8k?id=IDNF4M001X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 470' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            10
        ",Daglig leder,https://proff.no/rolle/neha-vij/-/1948966/,Neha Vij,(f 1990),,"[10.751924, 59.922427]",10.751924,59.922427
80,The Smoothie Factory AS,https://proff.no/selskap/the-smoothie-factory-as/oslo/barer-og-puber/IF92WN801X8/,Mer info,Org nr 922 244 804,"Borgenveien 50, 0373 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2020

            2 418' NOK
        ",Driftsinntekter 2020,,Daglig leder,https://proff.no/rolle/william-vardund/-/1673836/,William Vardund,(f 1990),,"[10.703701, 59.943321]",10.703701,59.943321
81,Mezcal AS,https://proff.no/selskap/mezcal-as/oslo/barer-og-puber/IFAWZOX01X8/,Mer info,Org nr 925 328 049,"Osterhaus' gate 11, 0183 Oslo",,,https://proff.no/karts%C3%B8k?id=IFAWZOX01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 298' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            14
        ",Styrets leder,https://proff.no/rolle/erik-eugen-bruun/-/113776/,Erik Eugen Bruun,(f 1972),,"[10.753301, 59.916563]",10.753301,59.916563
82,Oransjevin AS,https://proff.no/selskap/oransjevin-as/oslo/barer-og-puber/IF5XY2B01X8/,Mer info,Org nr 916 974 515,"Torshovgata 15, 0476 Oslo",,,https://proff.no/karts%C3%B8k?id=IF5XY2B01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 235' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            9
        ",Daglig leder,https://proff.no/rolle/thomas-tylman/-/932292/,Thomas Tylman,(f 1980),,"[10.766469, 59.932966]",10.766469,59.932966
83,Tamara Pub AS,https://proff.no/selskap/tamara-pub-as/oslo/barer-og-puber/IF8P8NZ01X8/,Mer info,Org nr 921 607 199,"Toftes gate 50 A, 0556 Oslo",,,https://proff.no/karts%C3%B8k?id=IF8P8NZ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 181' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            10
        ",Daglig leder,https://proff.no/rolle/sharareh-shadnazar/-/413653/,Sharareh Shadnazar,(f 1979),,"[10.761557, 59.925721]",10.761557,59.925721
84,Mariannes Cafe,https://proff.no/selskap/mariannes-cafe/oslo/barer-og-puber/IG9SPWJ01X8/,Mer info,Org nr 983 915 299,"Edvard Munchs vei 47, 1063 Oslo",tel:98848243,988 48 243,https://proff.no/karts%C3%B8k?id=IG9SPWJ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 087' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            4
        ",Innehaver,https://proff.no/rolle/marianne-svendsen-iqbal/-/311973/,Marianne Svendsen Iqbal,(f 1962),Mariannes Cafe Marianne Svendsen Iqbal,"[10.915958, 59.936429]",10.915958,59.936429
85,The Star AS,https://proff.no/selskap/the-star-as/oslo/barer-og-puber/IF8F0OF01X8/,Mer info,Org nr 921 130 287,"Arbeidergata 2, 0159 Oslo",,,https://proff.no/karts%C3%B8k?id=IF8F0OF01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2020

            2 018' NOK
        ",Driftsinntekter 2020,"
            Ansatte

            8
        ",Daglig leder,https://proff.no/rolle/bj%C3%B8rn-dingstad/-/66157/,Bjørn Dingstad,(f 1959),,"[10.74084, 59.914499]",10.74084,59.914499
86,Karaoke Sport AS,https://proff.no/selskap/karaoke-sport-as/oslo/barer-og-puber/IF9V92B01X8/,Mer info,Org nr 923 567 267,"Grønlandsleiret 17 A, 0190 Oslo",,,https://proff.no/karts%C3%B8k?id=IF9V92B01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 788' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            8
        ",Daglig leder,https://proff.no/rolle/ozan-arikan/-/1578783/,Ozan Arikan,(f 1985),,"[10.76441, 59.912058]",10.76441,59.912058
87,Gapet AS,https://proff.no/selskap/gapet-as/oslo/barer-og-puber/IF90OYT01X8/,Mer info,Org nr 922 141 541,"Bjerregaards gate 29, 0172 Oslo",,,https://proff.no/karts%C3%B8k?id=IF90OYT01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 771' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            11
        ",Daglig leder,https://proff.no/rolle/audun-beyer/-/571834/,Audun Beyer,(f 1974),,"[10.745739, 59.925024]",10.745739,59.925024
88,Espresso AS,https://proff.no/selskap/espresso-as/oslo/barer-og-puber/IG9JLJD01X8/,Mer info,Org nr 983 489 737,"Dalehaugen 8, 0657 Oslo",,,https://proff.no/karts%C3%B8k?id=IG9JLJD01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 755' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            22
        ",Daglig leder,https://proff.no/rolle/eirik-sand-johnsen/-/101691/,Eirik Sand Johnsen,(f 1982),,"[10.735045, 59.974453]",10.735045,59.974453
89,Mamounia AS,https://proff.no/selskap/mamounia-as/oslo/barer-og-puber/IG9XD2501X8/,Mer info,Org nr 984 131 933,"Vogts gate 64, 0477 Oslo",tel:22113309,22 11 33 09,https://proff.no/karts%C3%B8k?id=IG9XD2501X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 723' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            27
        ",Kontaktperson,https://proff.no/rolle/anna-krystyna-sienkiewicz/-/17213/,Anna Krystyna Sienkiewicz,(f 1967),,"[10.765475, 59.936102]",10.765475,59.936102
90,Wing's Bar AS,https://proff.no/selskap/wings-bar-as/oslo/barer-og-puber/IF3UM8201X8/,Mer info,Org nr 913 459 970,"Olaf Schous vei 2, 0572 Oslo",,,https://proff.no/karts%C3%B8k?id=IF3UM8201X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 668' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            0
        ",Daglig leder,https://proff.no/rolle/meiyun-liu/-/321079/,Meiyun Liu,(f 1963),,"[10.781939, 59.930441]",10.781939,59.930441
91,Wings Bar AS,https://proff.no/selskap/wings-bar-as/oslo/barer-og-puber/IF3UM8201X8-1/,Mer info,Org nr 913 459 970,"Olaf Schous vei 2, 0572 Oslo",tel:97718755,977 18 755,https://proff.no/karts%C3%B8k?id=IF3UM8201X8-1,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 668' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            0
        ",Daglig leder,https://proff.no/rolle/meiyun-liu/-/321079/,Meiyun Liu,(f 1963),Wing's Bar AS,"[10.781939, 59.930441]",10.781939,59.930441
92,Yksi AS,https://proff.no/selskap/yksi-as/oslo/barer-og-puber/IF7KQYL01X8/,Mer info,Org nr 919 718 013,"Oscars gate 81, 0256 Oslo",,,https://proff.no/karts%C3%B8k?id=IF7KQYL01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 621' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            4
        ",Daglig leder,https://proff.no/rolle/carl-fredrik-solberg/-/1149261/,Carl Fredrik Solberg,(f 1981),,"[10.716958, 59.915918]",10.716958,59.915918
93,Bar Polar AS,https://proff.no/selskap/bar-polar-as/oslo/barer-og-puber/IDGR22M01X8/,Mer info,Org nr 814 196 542,"Sandakerveien 72 C, 0484 Oslo",,,https://proff.no/karts%C3%B8k?id=IDGR22M01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 539' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            2
        ",Daglig leder,https://proff.no/rolle/adam-khan/-/1699991/,Adam Khan,(f 1988),,"[10.769962, 59.94244]",10.769962,59.94244
94,Victors First AS,https://proff.no/selskap/victors-first-as/oslo/barer-og-puber/IF8OFP101X8/,Mer info,Org nr 921 569 653,"Vogts gate 58, 0477 Oslo",,,https://proff.no/karts%C3%B8k?id=IF8OFP101X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 487' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            3
        ",Daglig leder,https://proff.no/rolle/mustafa-%C3%B8zdemir/-/332910/,Mustafa Øzdemir,(f 1971),,"[10.765266, 59.935635]",10.765266,59.935635
95,Wright Corner Pub AS,https://proff.no/selskap/wright-corner-pub-as/oslo/barer-og-puber/IF7D59K01X8/,Mer info,Org nr 919 363 304,"Sørengkaia 70, 0194 Oslo",,,https://proff.no/karts%C3%B8k?id=IF7D59K01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 296' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            17
        ",Daglig leder,https://proff.no/rolle/kevin-james-wright/-/254615/,Kevin James Wright,(f 1964),,"[10.755472, 59.902289]",10.755472,59.902289
96,Barotto AS,https://proff.no/selskap/barotto-as/oslo/barer-og-puber/IF3WLLM01X8/,Mer info,Org nr 913 552 474,"Parkveien 80, 0254 Oslo",tel:90937961,909 37 961,https://proff.no/karts%C3%B8k?id=IF3WLLM01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 160' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/athena-barbara-sundt/-/1741710/,Athena Barbara Sundt,(f 1992),,"[10.718933, 59.912147]",10.718933,59.912147
97,Supreme Roastworks Aker Brygge AS,https://proff.no/selskap/supreme-roastworks-aker-brygge-as/oslo/barer-og-puber/IFAS24U01X8/,Mer info,Org nr 925 097 934,"Stranden 67, 0250 Oslo",tel:46858872,468 58 872,https://proff.no/karts%C3%B8k?id=IFAS24U01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 088' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            16
        ",Daglig leder,https://proff.no/rolle/odd-steinar-t%C3%B8llefsen/-/346181/,Odd-Steinar Tøllefsen,(f 1964),,"[10.724894, 59.908817]",10.724894,59.908817
98,Cousins Cusine AS,https://proff.no/selskap/cousins-cusine-as/oslo/barer-og-puber/IF5SOVO01X8/,Mer info,Org nr 916 729 332,"Storgata 25, 0184 Oslo",tel:90132456,901 32 456,https://proff.no/karts%C3%B8k?id=IF5SOVO01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1 041' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            1
        ",Daglig leder,https://proff.no/rolle/linh-luu/-/1013022/,Linh Luu,(f 1983),,"[10.751188, 59.914012]",10.751188,59.914012
99,Travelt AS,https://proff.no/selskap/travelt-as/oslo/barer-og-puber/IFB35Q301X8/,Mer info,Org nr 925 615 803,"Bernt Ankers gate 39, 0183 Oslo",,,https://proff.no/karts%C3%B8k?id=IFB35Q301X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            982' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            18
        ",Daglig leder,https://proff.no/rolle/oda-nadisha-sembakuttige-horgen/-/1954507/,Oda Nadisha Sembakuttige Horgen,(f 1990),,"[10.750093, 59.917126]",10.750093,59.917126
100,Gaasa AS,https://proff.no/selskap/gaasa-as/oslo/barer-og-puber/IGG9IFG01X8/,Mer info,Org nr 994 776 460,"Storgata 36, 0182 Oslo",tel:45416469,454 16 469,https://proff.no/karts%C3%B8k?id=IGG9IFG01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            942' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            31
        ",Daglig leder,https://proff.no/rolle/henrik-alexander-olsson/-/1576362/,Henrik Alexander Olsson,(f 1985),,"[10.756576, 59.914995]",10.756576,59.914995
101,Lucky Bird Vika AS,https://proff.no/selskap/lucky-bird-vika-as/oslo/barer-og-puber/IGJ5Z2401X8/,Mer info,Org nr 999 650 236,"Munkedamsveien 29, 0251 Oslo",,,https://proff.no/karts%C3%B8k?id=IGJ5Z2401X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            882' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            6
        ",Daglig leder,https://proff.no/rolle/bo-vivike/-/74687/,Bo Vivike,(f 1972),,Error,E,r
102,Frokostkjelleren AS,https://proff.no/selskap/frokostkjelleren-as/oslo/barer-og-puber/IGCY0HY01X8/,Mer info,Org nr 989 201 158,"Karl Johans gate 47, 0162 Oslo",tel:22859585,22 85 95 85,https://proff.no/karts%C3%B8k?id=IGCY0HY01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            802' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            24
        ",Daglig leder,https://proff.no/rolle/vera-haaversen-westhassel-skj%C3%B8lberg/-/2283234/,Vera Haaversen-Westhassel Skjølberg,(f 2001),,"[10.735179, 59.915356]",10.735179,59.915356
103,The Smoothie Factory Røa AS,https://proff.no/selskap/the-smoothie-factory-r%C3%B8a-as/oslo/barer-og-puber/IFAIEX901X8/,Mer info,Org nr 924 647 949,"Tore Hals Mejdells vei 5, 0751 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2020

            781' NOK
        ",Driftsinntekter 2020,,Daglig leder,https://proff.no/rolle/william-vardund/-/1673836/,William Vardund,(f 1990),,"[10.643123, 59.946188]",10.643123,59.946188
104,Svineriet AS,https://proff.no/selskap/svineriet-as/oslo/barer-og-puber/IF5BHVM01X8/,Mer info,Org nr 915 927 106,"Bernt Ankers gate 37, 0183 Oslo",,,https://proff.no/karts%C3%B8k?id=IF5BHVM01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            765' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            12
        ",Daglig leder,https://proff.no/rolle/eugenia-bucciol/-/2263213/,Eugenia Bucciol,(f 1989),,"[10.75027, 59.917023]",10.75027,59.917023
105,Ille AS,https://proff.no/selskap/ille-as/oslo/barer-og-puber/IF3DMNR01X8/,Mer info,Org nr 912 667 383,"Møllergata 32, 0179 Oslo",,,https://proff.no/karts%C3%B8k?id=IF3DMNR01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            728' NOK
        ",Driftsinntekter 2021,,Styrets leder,https://proff.no/rolle/dan-marius-buflod-nordhagen/-/978795/,Dan Marius Buflod Nordhagen,(f 1981),,"[10.749743, 59.917]",10.749743,59.917
106,Madisons AS,https://proff.no/selskap/madisons-as/oslo/barer-og-puber/IF5T88I01X8/,Mer info,Org nr 916 754 418,"Wergelandsveien 27, 0167 Oslo",,,https://proff.no/karts%C3%B8k?id=IF5T88I01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            620' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            5
        ",Daglig leder,https://proff.no/rolle/madeleine-solheim-johnsen/-/1667418/,Madeleine Solheim Johnsen,(f 1988),,"[10.728883, 59.920172]",10.728883,59.920172
107,Hammerhai i Oslobukta AS,https://proff.no/selskap/hammerhai-i-oslobukta-as/oslo/barer-og-puber/IFBW07V01X8/,Mer info,Org nr 926 961 691,"Operagata 77, 0194 Oslo",,,https://proff.no/karts%C3%B8k?id=IFBW07V01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            499' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            19
        ",Daglig leder,https://proff.no/rolle/misgina-gherense-ghebremeskel/-/1373257/,Misgina Gherense Ghebremeskel,(f 1985),,"[10.759225, 59.906446]",10.759225,59.906446
108,Klorofyll AS,https://proff.no/selskap/klorofyll-as/oslo/barer-og-puber/IF7VM6N01X8/,Mer info,Org nr 920 225 039,"Økernveien 182, 0580 Oslo",,,https://proff.no/karts%C3%B8k?id=IF7VM6N01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            375' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/stian-vaagland/-/433415/,Stian Vaagland,(f 1977),,"[10.808573, 59.935915]",10.808573,59.935915
109,Mersmak Bryn Kaffe & Isbar AS,https://proff.no/selskap/mersmak-bryn-kaffe-isbar-as/oslo/barer-og-puber/IF40ZN801X8/,Mer info,Org nr 913 757 300,"Østensjøveien 79, 0667 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            289' NOK
        ",Driftsinntekter 2021,,Styrets leder,https://proff.no/rolle/hafsa-ahmad-alsaeed/-/2062034/,Hafsa Ahmad Alsaeed,(f 1996),,Error,E,r
110,Strav Holding AS,https://proff.no/selskap/strav-holding-as/oslo/barer-og-puber/IGCCKT501X8/,Mer info,Org nr 988 201 049,"Munthes gate 29, 0260 Oslo",,,https://proff.no/karts%C3%B8k?id=IGCCKT501X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/serveringssteder/I:17842/?q=Serveringssteder,Serveringssteder,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            265' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/bo-vivike/-/74687/,Bo Vivike,(f 1972),,Error,E,r
111,Hol & Andestad Holding AS,https://proff.no/selskap/hol-andestad-holding-as/oslo/barer-og-puber/IFB4IKV01X8/,Mer info,Org nr 925 679 119,"Belgerudveien 6D, 0957 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            264' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            0
        ",Styrets leder,https://proff.no/rolle/urd-andestad/-/1398529/,Urd Andestad,(f 1979),,"[10.867043, 59.962495]",10.867043,59.962495
112,Misfornøyelsesbar AS,https://proff.no/selskap/misforn%C3%B8yelsesbar-as/oslo/barer-og-puber/IF51BVC01X8/,Mer info,Org nr 915 452 760,"Storgata 36J, 0182 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            257' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            12
        ",Daglig leder,https://proff.no/rolle/david-gurrik/-/92883/,David Gurrik,(f 1969),,"[10.756576, 59.914995]",10.756576,59.914995
113,Bernies Drift AS,https://proff.no/selskap/bernies-drift-as/oslo/barer-og-puber/IFBL9Z101X8/,Mer info,Org nr 926 461 117,"Schweigaards gate 50 B, 0191 Oslo",,,https://proff.no/karts%C3%B8k?id=IFBL9Z101X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            248' NOK
        ",Driftsinntekter 2021,,Kontaktperson,https://proff.no/rolle/raymond-wiig/-/388008/,Raymond Wiig,(f 1966),,"[10.76787, 59.90885]",10.76787,59.90885
114,Gunnar & Fridtjof AS,https://proff.no/selskap/gunnar-fridtjof-as/oslo/barer-og-puber/IFC5F9K01X8/,Mer info,Org nr 927 401 096,"Mariboes gate 4, 0183 Oslo",,,https://proff.no/karts%C3%B8k?id=IFC5F9K01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            200' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/gunnar-forsgren/-/1966439/,Gunnar Forsgren,(f 1986),,"[10.750225, 59.916447]",10.750225,59.916447
115,Ska Restaurantdrift AS,https://proff.no/selskap/ska-restaurantdrift-as/oslo/barer-og-puber/IF9IR3F01X8/,Mer info,Org nr 922 984 107,"Osterhaus' gate 11 A, 0183 Oslo",tel:93886483,938 86 483,https://proff.no/karts%C3%B8k?id=IF9IR3F01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/serveringssteder/I:17842/?q=Serveringssteder,Serveringssteder,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            165' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            1
        ",Daglig leder,https://proff.no/rolle/erik-eugen-bruun/-/113776/,Erik Eugen Bruun,(f 1972),,"[10.753301, 59.916563]",10.753301,59.916563
116,Else Haugen AS,https://proff.no/selskap/else-haugen-as/oslo/barer-og-puber/IGCYTFR01X8/,Mer info,Org nr 989 238 663,"Østensjøveien 79, 0667 Oslo",tel:92049994,920 49 994,https://proff.no/karts%C3%B8k?id=IGCYTFR01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            151' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            5
        ",Daglig leder,https://proff.no/rolle/else-marit-haugen/-/111434/,Else Marit Haugen,(f 1965),,"[10.822458, 59.903192]",10.822458,59.903192
117,Gemene Hop AS,https://proff.no/selskap/gemene-hop-as/oslo/barer-og-puber/IFCG8R001X8/,Mer info,Org nr 927 905 868,"Schweigaards gate 34 C, 0191 Oslo",,,https://proff.no/karts%C3%B8k?id=IFCG8R001X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            126' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            8
        ",Daglig leder,https://proff.no/rolle/magne-hoslemo/-/2308101/,Magne Hoslemo,(f 1993),,"[10.764584, 59.909954]",10.764584,59.909954
118,Barcode Street Food AS,https://proff.no/selskap/barcode-street-food-as/oslo/barer-og-puber/IFC9OWQ01X8/,Mer info,Org nr 927 600 218,"Dronning Eufemias gate 14, 0191 Oslo",tel:47500041,475 00 041,https://proff.no/karts%C3%B8k?id=IFC9OWQ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            10' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            29
        ",Daglig leder,https://proff.no/rolle/haakon-geirbo-sand/-/1727890/,Haakon Geirbo Sand,(f 1981),,"[10.758252, 59.908438]",10.758252,59.908438
